FID,地方整備局等番号,開発建設部／都道府県コード,常時観測点コード,収集時間フラグ（5分間／1時間）,観測年月日,時間帯,上り・小型交通量,上り・大型交通量,上り・車種判別不能交通量,上り・停電,上り・ループ異常,上り・超音波異常,上り・欠測,下り・小型交通量,下り・大型交通量,下り・車種判別不能交通量,下り・停電,下り・ループ異常,下り・超音波異常,下り・欠測,道路種別,時間コード,lat,lng,lng2,lat2,上り・自動車交通量,上り・小型大型判別不能交通量,下り・自動車交通量,下り・小型大型判別不能交通量,カメラプリセット位置,気象影響による映像不良,照度不足,突発事象（交通事故等）,サーバの稼働,カメラの映像受信,映像のデコード処理,デコード映像から映像解析機能への取込加工処理の失敗,映像解析機能のフリーズ,その他エラー
t_travospublic_measure_5m.26469447.202505221420,82,,2110253,1,20250522,1420,21,4,2,0,0,0,0,19,7,0,0,0,0,0,3,202505221420,40.824656679599975,140.8112526,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469448.202505221420,82,,2110255,1,20250522,1420,0,0,0,0,0,0,0,46,16,0,0,0,0,0,3,202505221420,40.797144969582746,140.7363653,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469449.202505221420,82,,2110256,1,20250522,1420,35,6,0,0,0,0,0,0,0,0,0,0,0,0,3,202505221420,40.79522813958153,140.7503128,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469450.202505221420,82,,2110258,1,20250522,1420,16,6,0,0,0,0,0,22,1,0,0,0,0,0,3,202505221420,39.75613893885337,141.9645833,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469451.202505221420,82,,2110260,1,20250522,1420,60,10,0,0,0,0,0,74,4,0,0,0,0,0,3,202505221420,37.766077747061864,140.4643813,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469452.202505221420,82,,2110270,1,20250522,1420,4,6,0,0,0,0,0,6,0,0,0,0,0,0,3,202505221420,37.82286602711981,140.2786356,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469453.202505221420,82,,2110271,1,20250522,1420,18,13,0,0,0,0,0,12,7,0,0,0,0,0,3,202505221420,37.89655074719443,140.1500818,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469454.202505221420,82,,2110272,1,20250522,1420,19,8,0,0,0,0,0,19,11,0,0,0,0,0,3,202505221420,37.92749748722557,140.13487,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469455.202505221420,82,,2110280,1,20250522,1420,46,13,0,0,0,0,0,41,4,0,0,0,0,0,3,202505221420,37.99971367729781,140.14494900000003,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469456.202505221420,82,,2110290,1,20250522,1420,37,10,0,0,0,0,0,41,9,0,0,0,0,0,3,202505221420,38.1302779674268,140.2258229,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469457.202505221420,82,,2110291,1,20250522,1420,63,9,0,0,0,0,0,46,8,0,0,0,0,0,3,202505221420,38.159814097455694,140.3001308,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469458.202505221420,82,,2110292,1,20250522,1420,33,9,0,0,0,0,0,33,9,0,0,0,0,0,3,202505221420,38.100793197397856,140.2046442,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469459.202505221420,82,,2110294,1,20250522,1420,7,0,0,0,0,0,0,9,1,0,0,0,0,0,3,202505221420,37.767613677063444,140.8648291,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469460.202505221420,82,,2110295,1,20250522,1420,5,2,0,0,0,0,0,11,5,0,0,0,0,0,3,202505221420,37.75423885704973,140.7090153,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469461.202505221420,82,,2110296,1,20250522,1420,8,1,0,0,0,0,0,5,1,0,0,0,0,0,3,202505221420,37.75978319705542,140.5958156,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469462.202505221420,82,,2110297,1,20250522,1420,6,1,0,0,0,0,0,8,2,0,0,0,0,0,3,202505221420,37.78113503707728,140.573819,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469463.202505221420,82,,2110298,1,20250522,1420,4,3,0,0,0,0,0,13,6,0,0,0,0,0,3,202505221420,37.81669203711354,140.530266,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469464.202505221420,82,,2110299,1,20250522,1420,9,1,0,0,0,0,0,13,4,0,0,0,0,0,3,202505221420,37.83294203713006,140.49615,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469465.202505221420,82,,2110300,1,20250522,1420,9,6,0,0,0,0,0,10,2,0,0,0,0,0,1,202505221420,37.79582169709228,140.4130094,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469466.202505221420,82,,2110301,1,20250522,1420,22,11,0,0,0,0,0,12,8,0,0,0,0,0,3,202505221420,37.8687824871664,140.2279023,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469467.202505221420,82,,2110305,1,20250522,1420,77,11,0,0,0,0,0,75,9,0,0,0,0,0,3,202505221420,38.32857829761873,140.3671432,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469468.202505221420,82,,2110307,1,20250522,1420,18,1,0,0,0,0,0,29,3,0,0,0,0,0,3,202505221420,38.48098003776293,140.382831,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469469.202505221420,82,,2110308,1,20250522,1420,47,14,0,0,0,0,0,18,9,0,0,0,0,0,1,202505221420,38.56804854784401,140.4001378,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469470.202505221420,82,,2110309,1,20250522,1420,36,8,0,0,0,0,0,21,5,0,0,0,0,0,1,202505221420,38.42500003771029,140.352222,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469471.202505221420,82,,2110310,1,20250522,1420,22,4,0,0,0,0,0,24,2,0,0,0,0,0,3,202505221420,38.57581640785121,140.403707,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469472.202505221420,82,,2110311,1,20250522,1420,45,13,0,0,0,0,0,12,9,0,0,0,0,0,1,202505221420,38.5505555978278,140.3888889,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469473.202505221420,82,,2110312,1,20250522,1420,39,10,0,0,0,0,0,16,6,0,0,0,0,0,3,202505221420,38.618265997890354,140.3838155,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469474.202505221420,82,,2110313,1,20250522,1420,34,9,0,0,0,0,0,38,7,0,0,0,0,0,3,202505221420,38.676631947943804,140.3212881,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469475.202505221420,82,,2110314,1,20250522,1420,23,17,0,0,0,0,0,22,6,0,0,0,0,0,3,202505221420,38.71993903798319,140.308757,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469476.202505221420,82,,2110315,1,20250522,1420,23,3,0,0,0,0,0,18,2,0,0,0,0,0,3,202505221420,38.8033716780584,140.3206605,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469477.202505221420,82,,2110316,1,20250522,1420,9,4,0,0,0,0,0,13,3,0,0,0,0,0,3,202505221420,38.76592131802475,140.2832866,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469478.202505221420,82,,2110317,1,20250522,1420,5,5,0,0,0,0,0,3,1,0,0,0,0,0,3,202505221420,38.92122303816311,140.328884,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469479.202505221420,82,,2110318,1,20250522,1420,8,6,0,0,0,0,0,6,4,0,0,0,0,0,3,202505221420,38.94673520818555,140.3547943,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469480.202505221420,82,,2110319,1,20250522,1420,14,4,0,0,0,0,0,13,2,0,0,0,0,0,3,202505221420,39.072178338294655,140.4714918,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469481.202505221420,82,,2110320,1,20250522,1420,13,3,0,0,0,0,0,12,4,0,0,0,0,0,3,202505221420,39.11258080832936,140.486598,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469482.202505221420,82,,2110321,1,20250522,1420,27,2,0,0,0,0,0,39,6,0,0,0,0,0,3,202505221420,39.181412318388,140.4959965,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469483.202505221420,82,,2110322,1,20250522,1420,17,2,0,0,0,0,0,19,0,0,0,0,0,0,3,202505221420,39.1455093483575,140.4912436,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469484.202505221420,82,,2110324,1,20250522,1420,4,1,0,0,0,0,0,4,1,0,0,0,0,0,3,202505221420,39.046668898272635,140.4131154,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469485.202505221420,82,,2110325,1,20250522,1420,31,4,0,0,0,0,0,23,9,0,0,0,0,0,1,202505221420,38.463333037746374,140.3575,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469486.202505221420,82,,2110326,1,20250522,1420,35,12,0,0,0,0,0,22,5,0,0,0,0,0,1,202505221420,38.49944403778021,140.370833,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469487.202505221420,82,,2110327,1,20250522,1420,44,5,0,0,0,0,0,38,7,0,0,0,0,0,3,202505221420,39.249316578445246,140.5351192,,,,,,,,,,,,,,,,
t_travospublic_measure_5m.26469488.202505221420,82,,2110328,1,20250522,1420,13,5,0,0,0,0,0,10,1,0,0,0,0,0,3,202505221420,38.78089403803823,140.293372,,,,,,,,,,,,,,,,
